"Game Code","Drive Number","Team Code","Start Period","Start Clock","Start Spot","Start Reason","End Period","End Clock","End Spot","End Reason","Plays","Yards","Time Of Possession","Red Zone Attempt"
0086051820130831,4,518,1,505,61,"PUNT",1,425,0,"TOUCHDOWN",5,61,80,1
0086051820130831,5,86,1,420,85,"KICKOFF",1,264,52,"PUNT",9,33,156,0
0086051820130831,6,518,1,264,84,"PUNT",1,38,0,"TOUCHDOWN",8,84,226,0
0086051820130831,7,86,1,33,80,"KICKOFF",2,864,71,"PUNT",3,9,69,0
0086051820130831,8,518,2,864,83,"PUNT",2,684,52,"DOWNS",7,31,180,0
0086051820130831,9,86,2,684,48,"DOWNS",2,623,58,"INTERCEPTION",3,-10,61,0
0086051820130831,10,518,2,623,58,"INTERCEPTION",2,616,56,"FUMBLE",1,2,7,0
0086051820130831,11,86,2,616,44,"FUMBLE",2,558,0,"TOUCHDOWN",3,44,58,1
0086051820130831,12,518,2,584,65,"KICKOFF",2,430,53,"INTERCEPTION",5,12,154,0
0086051820130831,13,518,2,419,37,"KICKOFF",2,413,0,"TOUCHDOWN",1,37,6,0
0086051820130831,14,86,2,405,92,"KICKOFF",2,287,83,"PUNT",3,9,118,0
0086051820130831,15,518,2,287,59,"PUNT",2,183,67,"PUNT",3,-8,104,0
0086051820130831,16,86,2,183,73,"PUNT",2,57,59,"PUNT",6,14,126,0
0086051820130831,17,518,2,57,71,"PUNT",2,0,61,"END OF HALF",3,10,57,0
0086051820130831,18,518,3,900,75,"KICKOFF",3,778,80,"PUNT",3,-5,122,0
0086051820130831,19,86,3,778,62,"PUNT",3,621,0,"TOUCHDOWN",7,62,157,1
0086051820130831,20,518,3,615,91,"KICKOFF",3,196,0,"TOUCHDOWN",15,91,419,0
0086051820130831,21,86,3,192,76,"KICKOFF",4,738,2,"DOWNS",15,74,354,1
0086051820130831,22,518,4,738,98,"DOWNS",4,425,22,"FIELD GOAL",11,76,313,0
0086051820130831,23,86,4,419,85,"KICKOFF",4,248,66,"PUNT",5,19,171,0
0086051820130831,24,518,4,248,75,"PUNT",4,52,57,"PUNT",5,18,196,0
0086051820130831,25,86,4,52,85,"PUNT",4,0,87,"END OF HALF",2,-2,52,0
0430052120130831,1,430,1,900,80,"KICKOFF",1,518,23,"FIELD GOAL",13,57,382,1
0430052120130831,2,521,1,518,76,"KICKOFF",1,450,67,"PUNT",3,9,68,0
0430052120130831,3,430,1,450,85,"PUNT",1,305,37,"INTERCEPTION",5,48,145,0
0430052120130831,4,521,1,305,63,"INTERCEPTION",1,246,51,"PUNT",5,12,59,0
0430052120130831,5,430,1,246,85,"PUNT",1,101,52,"PUNT",5,33,145,0
0430052120130831,6,521,1,101,80,"PUNT",2,883,60,"PUNT",7,20,118,0
0430052120130831,7,430,2,883,80,"PUNT",2,756,82,"PUNT",3,-2,127,0
0430052120130831,8,521,2,756,66,"PUNT",2,616,63,"PUNT",5,3,140,0
0430052120130831,9,430,2,616,91,"PUNT",2,492,83,"PUNT",3,8,124,0
0430052120130831,10,521,2,492,66,"PUNT",2,454,62,"PUNT",3,4,38,0
0430052120130831,11,430,2,454,87,"PUNT",2,229,65,"PUNT",6,22,225,0
0430052120130831,12,521,2,229,69,"PUNT",2,136,0,"TOUCHDOWN",6,69,93,1
0430052120130831,13,430,2,136,34,"KICKOFF",2,34,43,"DOWNS",4,-9,102,0
0430052120130831,14,521,2,34,56,"DOWNS",2,6,32,"MISSED FIELD GOAL",4,24,28,0
0430052120130831,15,521,3,900,75,"KICKOFF",3,641,0,"TOUCHDOWN",11,75,259,1
0430052120130831,16,430,3,641,71,"KICKOFF",3,513,62,"PUNT",3,9,128,0
0430052120130831,17,521,3,513,80,"PUNT",3,192,28,"DOWNS",14,52,321,0
0430052120130831,18,430,3,192,72,"DOWNS",3,111,71,"PUNT",3,1,81,0
0430052120130831,19,521,3,111,82,"PUNT",4,873,0,"TOUCHDOWN",9,82,138,1
0430052120130831,20,430,4,873,90,"KICKOFF",4,530,15,"MISSED FIELD GOAL",15,75,343,1
0430052120130831,21,521,4,530,80,"MISSED FIELD GOAL",4,350,62,"PUNT",5,18,180,0
0430052120130831,22,430,4,350,77,"PUNT",4,111,31,"INTERCEPTION",12,46,239,0
0430052120130831,23,521,4,111,76,"INTERCEPTION",4,0,54,"END OF HALF",3,22,111,0
0498052220130831,1,522,1,900,75,"KICKOFF",1,768,45,"PUNT",6,30,132,0
0498052220130831,2,498,1,768,90,"PUNT",1,655,70,"PUNT",4,20,113,0
0498052220130831,3,522,1,655,83,"PUNT",1,600,83,"PUNT",3,0,55,0
0498052220130831,4,498,1,600,64,"PUNT",1,366,39,"PUNT",8,25,234,0
0498052220130831,5,522,1,366,80,"PUNT",1,283,80,"PUNT",3,0,83,0
0498052220130831,6,498,1,283,68,"PUNT",1,231,64,"PUNT",3,4,52,0
0498052220130831,7,522,1,231,80,"PUNT",1,137,71,"PUNT",3,9,94,0
0498052220130831,8,498,1,137,68,"PUNT",1,21,61,"PUNT",3,7,116,0
0498052220130831,9,522,1,21,78,"PUNT",2,675,0,"TOUCHDOWN",14,78,246,1
0498052220130831,10,498,2,675,75,"KICKOFF",2,514,63,"PUNT",6,12,161,0
0498052220130831,11,522,2,514,77,"PUNT",2,334,24,"FIELD GOAL",13,53,180,0
0498052220130831,12,498,2,334,75,"KICKOFF",2,291,69,"PUNT",3,6,43,0
0498052220130831,13,522,2,291,72,"PUNT",2,39,16,"FIELD GOAL",11,56,252,1
0498052220130831,14,498,2,39,75,"KICKOFF",2,0,72,"END OF HALF",1,3,39,0
0498052220130831,15,498,3,900,75,"KICKOFF",3,741,61,"INTERCEPTION",6,14,159,0
0498052220130831,16,522,3,741,47,"INTERCEPTION",3,642,0,"TOUCHDOWN",5,47,99,1
0498052220130831,17,498,3,642,75,"KICKOFF",3,520,67,"PUNT",3,8,122,0
0498052220130831,18,522,3,520,94,"PUNT",3,279,61,"PUNT",8,33,241,0
0498052220130831,19,498,3,279,88,"PUNT",3,196,82,"DOWNS",4,6,83,0
0498052220130831,20,522,3,196,18,"DOWNS",3,187,0,"TOUCHDOWN",1,18,9,1
0498052220130831,21,498,3,187,75,"KICKOFF",3,122,75,"PUNT",3,0,65,0
0498052220130831,22,522,3,122,20,"PUNT",3,38,0,"TOUCHDOWN",3,20,84,1
0498052220130831,23,498,3,38,75,"KICKOFF",4,887,60,"PUNT",4,15,51,0
0498052220130831,24,522,4,887,87,"PUNT",4,801,88,"INTERCEPTION",3,-1,86,0
0498052220130831,25,498,4,801,57,"INTERCEPTION",4,653,16,"DOWNS",8,41,148,1
0498052220130831,26,522,4,653,84,"DOWNS",4,422,65,"PUNT",8,19,231,0
0498052220130831,27,498,4,422,89,"PUNT",4,284,84,"PUNT",3,5,138,0
0498052220130831,28,522,4,284,64,"PUNT",4,117,45,"PUNT",4,19,167,0
0498052220130831,29,498,4,117,88,"PUNT",4,0,79,"END OF HALF",3,9,117,0
0207052820130831,1,207,1,900,75,"KICKOFF",1,643,15,"FIELD GOAL",10,60,257,1
0207052820130831,2,528,1,637,78,"KICKOFF",1,399,0,"TOUCHDOWN",8,78,238,1
0207052820130831,3,207,1,399,75,"KICKOFF",1,181,6,"FIELD GOAL",10,69,218,1
0207052820130831,4,528,1,176,87,"KICKOFF",1,40,83,"PUNT",3,4,136,0
0207052820130831,5,207,1,40,57,"PUNT",2,893,0,"TOUCHDOWN",3,57,47,0
0207052820130831,6,528,2,886,73,"KICKOFF",2,623,16,"FIELD GOAL",10,57,263,1
0207052820130831,7,207,2,617,77,"KICKOFF",2,556,0,"TOUCHDOWN",4,77,61,0
0207052820130831,8,528,2,550,78,"KICKOFF",2,415,0,"TOUCHDOWN",5,78,135,1
0207052820130831,9,207,2,408,65,"KICKOFF",2,329,0,"TOUCHDOWN",3,65,79,0
0207052820130831,10,528,2,329,75,"KICKOFF",2,231,69,"PUNT",3,6,98,0
0207052820130831,11,207,2,231,67,"PUNT",2,31,18,"FIELD GOAL",9,49,200,1
0207052820130831,12,528,2,27,66,"KICKOFF",2,1,60,"PUNT",3,6,26,0
0207052820130831,13,207,2,1,67,"PUNT",2,0,68,"END OF HALF",1,-1,1,0
0207052820130831,14,528,3,893,79,"KICKOFF",3,587,0,"TOUCHDOWN",10,79,306,1
0207052820130831,15,207,3,578,87,"KICKOFF",3,407,75,"PUNT",6,12,171,0
0207052820130831,16,528,3,407,49,"PUNT",3,262,0,"TOUCHDOWN",5,49,145,1
0207052820130831,17,207,3,259,69,"KICKOFF",3,89,0,"TOUCHDOWN",10,69,170,1
0207052820130831,18,528,3,89,75,"KICKOFF",4,826,0,"TOUCHDOWN",7,75,163,1
0207052820130831,19,207,4,826,75,"KICKOFF",4,630,0,"TOUCHDOWN",7,75,196,0
0207052820130831,20,528,4,617,67,"KICKOFF",4,290,0,"TOUCHDOWN",12,67,327,1
0207052820130831,21,207,4,290,75,"KICKOFF",4,18,0,"TOUCHDOWN",12,75,272,1
0207052820130831,22,528,4,15,74,"KICKOFF",4,0,34,"MISSED FIELD GOAL",4,40,15,0
0483052920130831,1,529,1,900,64,"KICKOFF",1,809,0,"TOUCHDOWN",6,64,91,1
0483052920130831,2,483,1,809,73,"KICKOFF",1,742,77,"PUNT",3,-4,67,0
0483052920130831,3,529,1,742,71,"PUNT",1,629,0,"TOUCHDOWN",8,71,113,0
0483052920130831,4,483,1,629,72,"KICKOFF",1,474,53,"PUNT",6,19,155,0
0483052920130831,5,529,1,474,90,"PUNT",1,388,0,"TOUCHDOWN",6,90,86,0
0483052920130831,6,483,1,388,78,"KICKOFF",1,367,83,"FUMBLE",1,-5,21,0
0483052920130831,7,529,1,367,17,"FUMBLE",1,304,12,"FIELD GOAL",4,5,63,1
0483052920130831,8,483,1,304,65,"KICKOFF",2,856,18,"FIELD GOAL",13,47,348,1
0483052920130831,9,529,2,856,31,"KICKOFF",2,778,0,"TOUCHDOWN",5,31,78,1
0483052920130831,10,483,2,778,75,"KICKOFF",2,445,48,"PUNT",8,27,333,0
0483052920130831,11,529,2,445,90,"PUNT",2,380,0,"TOUCHDOWN",4,90,65,0
0483052920130831,12,483,2,380,77,"KICKOFF",2,116,75,"PUNT",6,2,264,0
0483052920130831,13,529,2,116,44,"PUNT",2,54,38,"DOWNS",4,6,62,0
0483052920130831,14,483,2,54,62,"DOWNS",2,0,32,"MISSED FIELD GOAL",7,30,54,0
0483052920130831,15,483,3,900,81,"KICKOFF",3,629,34,"PUNT",11,47,271,0
0483052920130831,16,529,3,629,99,"PUNT",3,475,14,"DOWNS",8,85,154,1
0483052920130831,17,483,3,475,85,"DOWNS",3,129,39,"PUNT",9,46,346,0
0483052920130831,18,529,3,129,97,"PUNT",3,49,0,"TOUCHDOWN",5,97,80,0
0483052920130831,19,483,3,49,80,"KICKOFF",4,811,25,"MISSED FIELD GOAL",7,55,138,1
0483052920130831,20,529,4,811,75,"MISSED FIELD GOAL",4,680,0,"TOUCHDOWN",8,75,131,1
0483052920130831,21,483,4,680,65,"KICKOFF",4,495,33,"FUMBLE",8,32,185,0
0483052920130831,22,529,4,495,61,"FUMBLE",4,402,0,"TOUCHDOWN",5,61,93,1
0483052920130831,23,483,4,402,78,"KICKOFF",4,343,74,"PUNT",3,4,59,0
0483052920130831,24,529,4,343,76,"PUNT",4,225,0,"TOUCHDOWN",7,76,118,0
0483052920130831,25,483,4,225,76,"KICKOFF",4,52,51,"DOWNS",9,25,173,0
0483052920130831,26,529,4,52,49,"DOWNS",4,0,38,"END OF HALF",2,11,52,0
0201062620130831,1,626,1,900,44,"KICKOFF",1,777,24,"FIELD GOAL",5,20,123,0
0201062620130831,2,201,1,777,70,"KICKOFF",1,674,0,"TOUCHDOWN",7,70,103,0
0201062620130831,3,626,1,674,61,"KICKOFF",1,551,0,"TOUCHDOWN",4,61,123,0
0201062620130831,4,201,1,551,75,"KICKOFF",1,508,69,"PUNT",4,6,43,0
0201062620130831,5,626,1,508,78,"PUNT",1,265,18,"FIELD GOAL",10,60,243,1
0201062620130831,6,201,1,265,75,"KICKOFF",1,255,22,"FUMBLE",1,53,10,0
0201062620130831,7,626,1,255,78,"FUMBLE",1,194,84,"PUNT",3,-6,61,0
0201062620130831,8,201,1,194,59,"PUNT",1,130,34,"DOWNS",5,25,64,0
0201062620130831,9,626,1,130,65,"DOWNS",1,54,64,"INTERCEPTION",3,1,76,0
0201062620130831,10,201,1,54,45,"INTERCEPTION",2,823,0,"TOUCHDOWN",10,45,131,1
0201062620130831,11,626,2,823,59,"KICKOFF",2,630,45,"PUNT",6,14,193,0
0201062620130831,12,201,2,630,92,"PUNT",2,576,86,"PUNT",3,6,54,0
0201062620130831,13,626,2,576,67,"PUNT",2,466,61,"PUNT",3,6,110,0
0201062620130831,14,201,2,466,92,"PUNT",2,316,64,"PUNT",8,28,150,0
0201062620130831,15,626,2,316,78,"PUNT",2,209,63,"INTERCEPTION",4,15,107,0
0201062620130831,16,201,2,209,62,"INTERCEPTION",2,202,0,"TOUCHDOWN",1,62,7,0
0201062620130831,17,626,2,202,62,"KICKOFF",2,102,47,"PUNT",6,15,100,0
0201062620130831,18,201,2,102,60,"PUNT",2,67,44,"FUMBLE",2,16,35,0
0201062620130831,19,626,2,67,43,"FUMBLE",2,16,5,"FIELD GOAL",7,38,51,1
0201062620130831,20,201,2,16,80,"KICKOFF",2,0,81,"END OF HALF",1,-1,16,0
0201062620130831,21,201,3,900,87,"KICKOFF",3,818,78,"PUNT",3,9,82,0
0201062620130831,22,626,3,818,57,"PUNT",3,657,21,"FIELD GOAL",7,36,161,1
0201062620130831,23,201,3,657,75,"KICKOFF",3,456,0,"TOUCHDOWN",12,75,201,1
0201062620130831,24,626,3,456,60,"KICKOFF",3,306,55,"PUNT",4,5,150,0
0201062620130831,25,201,3,306,99,"PUNT",3,95,44,"PUNT",12,55,211,0
0201062620130831,26,626,3,95,96,"PUNT",4,823,85,"PUNT",6,11,172,0
0201062620130831,27,626,4,823,51,"KICKOFF",4,808,57,"FUMBLE",1,-6,15,0
0201062620130831,28,201,4,808,43,"FUMBLE",4,718,22,"MISSED FIELD GOAL",7,21,90,0
0201062620130831,29,626,4,718,78,"MISSED FIELD GOAL",4,422,24,"DOWNS",12,54,296,0
0201062620130831,30,201,4,422,76,"DOWNS",4,373,71,"PUNT",3,5,49,0
0201062620130831,31,626,4,373,61,"PUNT",4,322,51,"INTERCEPTION",5,10,51,0
0201062620130831,32,201,4,322,49,"INTERCEPTION",4,270,0,"TOUCHDOWN",2,49,52,0
0201062620130831,33,626,4,270,92,"KICKOFF",4,69,7,"INTERCEPTION",13,85,201,1
0201062620130831,34,201,4,69,80,"INTERCEPTION",4,57,72,"PUNT",3,8,12,0
0201062620130831,35,626,4,57,59,"PUNT",4,20,53,"DOWNS",4,6,37,0
0201062620130831,36,201,4,20,47,"DOWNS",4,0,48,"END OF HALF",1,-1,20,0
0402065120130831,1,402,1,900,75,"KICKOFF",1,778,41,"PUNT",4,34,122,0
0402065120130831,2,651,1,778,80,"PUNT",1,767,0,"TOUCHDOWN",1,80,11,0
0402065120130831,3,402,1,760,74,"KICKOFF",1,601,56,"PUNT",5,18,159,0
0402065120130831,4,651,1,601,90,"PUNT",1,475,100,"SAFETY",6,-10,126,0
0402065120130831,5,402,1,469,65,"KICKOFF",1,388,76,"INTERCEPTION",3,-11,81,0
0402065120130831,6,651,1,388,50,"INTERCEPTION",1,226,25,"MISSED FIELD GOAL",6,25,162,0
0402065120130831,7,402,1,226,75,"MISSED FIELD GOAL",1,153,68,"PUNT",3,7,73,0
0402065120130831,8,651,1,153,66,"PUNT",1,17,39,"PUNT",5,27,136,0
0402065120130831,9,402,1,17,91,"PUNT",2,662,0,"TOUCHDOWN",9,91,255,1
0402065120130831,10,651,2,656,95,"KICKOFF",2,643,93,"FUMBLE",1,2,13,0
0402065120130831,11,402,2,643,7,"FUMBLE",2,638,0,"TOUCHDOWN",1,7,5,1
0402065120130831,12,651,2,638,75,"KICKOFF",2,494,70,"PUNT",3,5,144,0
0402065120130831,13,402,2,494,42,"PUNT",2,407,0,"TOUCHDOWN",4,42,87,0
0402065120130831,14,651,2,394,91,"KICKOFF",2,285,91,"PUNT",3,0,109,0
0402065120130831,15,402,2,285,33,"PUNT",2,193,30,"FIELD GOAL",4,3,92,0
0402065120130831,16,651,2,193,75,"KICKOFF",2,12,33,"INTERCEPTION",10,42,181,0
0402065120130831,17,651,3,900,75,"KICKOFF",3,891,75,"INTERCEPTION",1,0,9,0
0402065120130831,18,402,3,891,16,"INTERCEPTION",3,766,0,"TOUCHDOWN",5,16,125,1
0402065120130831,19,651,3,758,68,"KICKOFF",3,683,0,"TOUCHDOWN",4,68,75,0
0402065120130831,20,402,3,683,75,"KICKOFF",3,263,15,"FIELD GOAL",13,60,420,1
0402065120130831,21,651,3,255,62,"KICKOFF",4,837,0,"TOUCHDOWN",14,62,318,1
0402065120130831,22,402,4,830,79,"KICKOFF",4,779,0,"TOUCHDOWN",2,79,51,0
0402065120130831,23,651,4,773,68,"KICKOFF",4,707,51,"DOWNS",5,17,66,0
0402065120130831,24,402,4,707,49,"DOWNS",4,337,7,"FIELD GOAL",10,42,370,1
0402065120130831,25,651,4,337,74,"KICKOFF",4,294,67,"DOWNS",4,7,43,0
0402065120130831,26,402,4,294,33,"DOWNS",4,0,17,"END OF HALF",7,16,294,1
0670066420130831,1,664,1,900,75,"KICKOFF",1,845,59,"FUMBLE",3,16,55,0
0670066420130831,2,670,1,845,41,"FUMBLE",1,755,39,"MISSED FIELD GOAL",4,2,90,0
0670066420130831,3,664,1,755,61,"MISSED FIELD GOAL",1,692,56,"FUMBLE",3,5,63,0
0670066420130831,4,664,1,684,65,"KICKOFF",1,605,63,"PUNT",3,2,79,0
0670066420130831,5,670,1,605,76,"PUNT",1,291,36,"FUMBLE",9,40,314,0
0670066420130831,6,664,1,291,64,"FUMBLE",1,190,37,"FUMBLE",5,27,101,0
0670066420130831,7,670,1,190,63,"FUMBLE",1,38,62,"PUNT",3,1,152,0
0670066420130831,8,664,1,38,87,"PUNT",2,846,54,"PUNT",6,33,92,0
0670066420130831,9,670,2,846,73,"PUNT",2,641,45,"PUNT",6,28,205,0
0670066420130831,10,664,2,641,93,"PUNT",2,590,88,"PUNT",3,5,51,0
0670066420130831,11,670,2,590,22,"PUNT",2,532,0,"TOUCHDOWN",3,22,58,0
0670066420130831,12,664,2,527,77,"KICKOFF",2,421,70,"PUNT",3,7,106,0
0670066420130831,13,670,2,421,84,"PUNT",2,286,78,"PUNT",3,6,135,0
0670066420130831,14,664,2,286,60,"PUNT",2,232,58,"PUNT",3,2,54,0
0670066420130831,15,670,2,232,83,"PUNT",2,91,86,"PUNT",3,-3,141,0
0670066420130831,16,664,2,91,49,"PUNT",2,17,24,"FIELD GOAL",9,25,74,0
0670066420130831,17,670,2,21,73,"KICKOFF",2,0,79,"END OF HALF",1,-6,21,0
0670066420130831,18,670,3,900,75,"KICKOFF",3,645,54,"PUNT",7,21,255,0
0670066420130831,19,664,3,645,90,"PUNT",3,490,13,"MISSED FIELD GOAL",8,77,155,1
0670066420130831,20,670,3,490,80,"MISSED FIELD GOAL",3,355,71,"PUNT",3,9,135,0
0670066420130831,21,664,3,355,82,"PUNT",3,103,40,"DOWNS",9,42,252,0
0670066420130831,22,670,3,103,84,"PUNT",3,96,100,"SAFETY",1,-16,7,0
0670066420130831,23,664,3,96,61,"KICKOFF",3,24,0,"TOUCHDOWN",3,61,72,1
0670066420130831,24,670,3,24,88,"KICKOFF",4,805,84,"PUNT",3,4,119,0
0670066420130831,25,670,4,805,59,"FUMBLE",4,751,57,"PUNT",3,2,54,0
0670066420130831,26,664,4,751,67,"PUNT",4,634,18,"INTERCEPTION",5,49,117,1
0670066420130831,27,670,4,634,58,"INTERCEPTION",4,499,53,"PUNT",3,5,135,0
0670066420130831,28,664,4,499,78,"PUNT",4,343,19,"FIELD GOAL",7,59,156,1
0670066420130831,29,670,4,343,75,"KICKOFF",4,174,0,"TOUCHDOWN",7,75,169,1
0670066420130831,30,664,4,174,74,"KICKOFF",4,98,71,"DOWNS",7,3,76,0
0670066420130831,31,670,4,98,29,"DOWNS",4,33,22,"MISSED FIELD GOAL",4,7,65,0
0670066420130831,32,664,4,33,78,"MISSED FIELD GOAL",4,5,71,"INTERCEPTION",4,7,28,0
0670066420130831,33,670,4,5,54,"INTERCEPTION",4,0,59,"END OF HALF",1,-5,5,0
0539068820130831,1,539,1,900,74,"KICKOFF",1,719,42,"PUNT",7,32,181,0
0539068820130831,2,688,1,719,80,"PUNT",1,436,47,"PUNT",9,33,283,0
0539068820130831,3,539,1,436,89,"PUNT",1,264,70,"PUNT",6,19,172,0
0539068820130831,4,688,1,264,70,"PUNT",1,101,36,"DOWNS",6,34,163,0
0539068820130831,5,539,1,101,63,"DOWNS",1,52,57,"FUMBLE",3,6,49,0
0539068820130831,6,688,1,52,43,"FUMBLE",2,752,15,"FIELD GOAL",7,28,200,1
0539068820130831,7,539,2,752,82,"KICKOFF",2,679,82,"PUNT",3,0,73,0
0539068820130831,8,688,2,679,46,"PUNT",2,599,58,"DOWNS",4,-12,80,0
0539068820130831,9,539,2,599,42,"DOWNS",2,561,38,"INTERCEPTION",2,4,38,0
0539068820130831,10,688,2,561,53,"INTERCEPTION",2,532,51,"FUMBLE",2,2,29,0
0539068820130831,11,539,2,532,49,"FUMBLE",2,359,19,"FIELD GOAL",9,30,173,1
0539068820130831,12,688,2,359,75,"KICKOFF",2,295,84,"PUNT",3,-9,64,0
0539068820130831,13,539,2,295,59,"PUNT",2,55,18,"FIELD GOAL",9,41,240,1
0539068820130831,14,688,2,55,75,"KICKOFF",2,0,70,"END OF HALF",3,5,55,0
0539068820130831,15,688,3,900,75,"KICKOFF",3,740,55,"PUNT",8,20,160,0
0539068820130831,16,539,3,740,76,"PUNT",3,706,0,"TOUCHDOWN",2,76,34,0
0539068820130831,17,688,3,706,65,"KICKOFF",3,665,0,"TOUCHDOWN",2,65,41,1
0539068820130831,18,539,3,665,74,"KICKOFF",3,568,67,"PUNT",3,7,97,0
0539068820130831,19,688,3,568,68,"PUNT",3,454,55,"PUNT",6,13,114,0
0539068820130831,20,539,3,454,86,"PUNT",3,255,27,"FUMBLE",8,59,199,0
0539068820130831,21,688,3,255,27,"FUMBLE",3,213,26,"MISSED FIELD GOAL",4,1,42,0
0539068820130831,22,539,3,213,74,"MISSED FIELD GOAL",3,135,70,"PUNT",3,4,78,0
0539068820130831,23,688,3,135,66,"PUNT",3,66,60,"INTERCEPTION",3,6,69,0
0539068820130831,24,539,3,66,28,"INTERCEPTION",4,856,29,"FIELD GOAL",4,-1,110,0
0539068820130831,25,688,4,856,75,"KICKOFF",4,707,70,"PUNT",5,5,149,0
0539068820130831,26,539,4,707,54,"PUNT",4,699,0,"TOUCHDOWN",1,54,8,0
0539068820130831,27,688,4,699,65,"KICKOFF",4,540,51,"PUNT",6,14,159,0
0539068820130831,28,539,4,540,88,"PUNT",4,421,70,"INTERCEPTION",5,18,119,0
0539068820130831,29,688,4,421,1,"INTERCEPTION",4,418,0,"TOUCHDOWN",1,1,3,1
0539068820130831,30,539,4,418,75,"KICKOFF",4,312,67,"PUNT",3,8,106,0
0539068820130831,31,688,4,312,72,"PUNT",4,183,58,"PUNT",4,14,129,0
0539068820130831,32,539,4,183,79,"PUNT",4,128,81,"PUNT",3,-2,55,0
0539068820130831,33,688,4,128,56,"PUNT",4,113,56,"INTERCEPTION",3,0,15,0
0539068820130831,34,539,4,113,72,"INTERCEPTION",4,0,79,"END OF HALF",3,-7,113,0
0043069420130831,1,43,1,900,75,"KICKOFF",1,836,73,"PUNT",3,2,64,0
0043069420130831,2,694,1,836,64,"PUNT",1,763,0,"TOUCHDOWN",4,64,73,0
0043069420130831,3,43,1,749,64,"KICKOFF",1,701,62,"INTERCEPTION",2,2,48,0
0043069420130831,4,694,1,701,25,"INTERCEPTION",1,650,0,"TOUCHDOWN",3,25,51,1
0043069420130831,5,43,1,644,85,"KICKOFF",1,527,90,"PUNT",3,-5,117,0
0043069420130831,6,694,1,527,61,"PUNT",1,380,0,"TOUCHDOWN",7,61,147,1
0043069420130831,7,43,1,373,86,"KICKOFF",1,120,80,"PUNT",5,6,253,0
0043069420130831,8,694,1,120,49,"PUNT",2,886,0,"TOUCHDOWN",7,49,134,1
0043069420130831,9,43,2,878,78,"KICKOFF",2,610,13,"MISSED FIELD GOAL",10,65,268,1
0043069420130831,10,694,2,610,80,"MISSED FIELD GOAL",2,416,0,"TOUCHDOWN",10,80,194,1
0043069420130831,11,43,2,406,72,"KICKOFF",2,336,71,"PUNT",3,1,70,0
0043069420130831,12,694,2,336,68,"PUNT",2,53,0,"TOUCHDOWN",13,68,283,1
0043069420130831,13,43,2,51,70,"KICKOFF",2,0,57,"END OF HALF",2,13,51,0
0043069420130831,14,694,3,888,27,"KICKOFF",3,782,19,"FIELD GOAL",4,8,106,1
0043069420130831,15,43,3,772,76,"KICKOFF",3,615,51,"PUNT",6,25,157,0
0043069420130831,16,694,3,615,81,"PUNT",3,412,52,"PUNT",8,29,203,0
0043069420130831,17,43,3,412,84,"PUNT",4,894,12,"INTERCEPTION",14,72,418,1
0043069420130831,18,694,4,894,90,"INTERCEPTION",4,724,68,"PUNT",6,22,170,0
0043069420130831,19,43,4,724,90,"PUNT",4,580,91,"PUNT",3,-1,144,0
0043069420130831,20,694,4,580,50,"PUNT",4,462,22,"FUMBLE",5,28,118,0
0043069420130831,21,43,4,462,78,"FUMBLE",4,325,72,"PUNT",3,6,137,0
0043069420130831,22,694,4,325,78,"PUNT",4,0,20,"END OF HALF",10,58,325,0
0574069720130831,1,697,1,900,75,"KICKOFF",1,789,59,"PUNT",5,16,111,0
0574069720130831,2,574,1,789,96,"PUNT",1,698,0,"TOUCHDOWN",5,96,91,1
0574069720130831,3,697,1,698,75,"KICKOFF",1,536,0,"TOUCHDOWN",10,75,162,1
0574069720130831,4,574,1,536,57,"KICKOFF",1,420,0,"TOUCHDOWN",5,57,116,1
0574069720130831,5,697,1,420,83,"KICKOFF",1,336,69,"PUNT",5,14,84,0
0574069720130831,6,574,1,336,88,"PUNT",1,150,51,"PUNT",8,37,186,0
0574069720130831,7,697,1,150,80,"PUNT",2,832,0,"TOUCHDOWN",12,80,218,1
0574069720130831,8,574,2,832,93,"KICKOFF",2,616,50,"PUNT",7,43,216,0
0574069720130831,9,697,2,616,80,"PUNT",2,572,0,"TOUCHDOWN",3,80,44,0
0574069720130831,10,574,2,572,78,"KICKOFF",2,387,69,"PUNT",5,9,185,0
0574069720130831,11,697,2,387,50,"PUNT",2,222,0,"TOUCHDOWN",9,50,165,1
0574069720130831,12,574,2,222,75,"KICKOFF",2,10,0,"TOUCHDOWN",10,75,212,1
0574069720130831,13,574,2,4,28,"FUMBLE",2,0,28,"MISSED FIELD GOAL",1,0,4,0
0574069720130831,14,574,3,900,75,"KICKOFF",3,880,75,"INTERCEPTION",3,0,20,0
0574069720130831,15,697,3,880,40,"INTERCEPTION",3,773,26,"FIELD GOAL",5,14,107,0
0574069720130831,16,574,3,773,75,"KICKOFF",3,659,65,"INTERCEPTION",4,10,114,0
0574069720130831,17,697,3,659,34,"INTERCEPTION",3,583,0,"TOUCHDOWN",4,34,76,0
0574069720130831,18,574,3,583,75,"KICKOFF",3,425,50,"PUNT",8,25,158,0
0574069720130831,19,697,3,425,80,"PUNT",3,357,84,"PUNT",3,-4,68,0
0574069720130831,20,574,3,357,81,"PUNT",4,896,0,"TOUCHDOWN",14,81,361,1
0574069720130831,21,697,4,896,93,"KICKOFF",4,790,0,"TOUCHDOWN",6,93,106,1
0574069720130831,22,574,4,790,92,"KICKOFF",4,614,74,"DOWNS",6,18,176,0
