"Game Code","Date","Visit Team Code","Home Team Code","Stadium Code","Site"
0473062620131102,11/02/2013,473,626,16,TEAM
0503040020131102,11/02/2013,503,400,163,TEAM
0509046320131102,11/02/2013,509,463,84,TEAM
0518055920131102,11/02/2013,518,559,50,TEAM
0521070020131102,11/02/2013,521,700,129,TEAM
0545025520131102,11/02/2013,545,255,37,TEAM
0630046520131102,11/02/2013,630,465,89,TEAM
0664038820131102,11/02/2013,664,388,142,TEAM
0670029520131102,11/02/2013,670,295,43,TEAM
0690058720131102,11/02/2013,690,587,86,TEAM
0694043420131102,11/02/2013,694,434,73,TEAM
0704069720131102,11/02/2013,704,697,120,TEAM
0706071920131102,11/02/2013,706,719,105,TEAM
0718022920131102,11/02/2013,718,229,159,TEAM
0725072120131102,11/02/2013,725,721,21,TEAM
0726051320131102,11/02/2013,726,513,49,TEAM
0742006720131102,11/02/2013,742,67,61,TEAM
0749068820131102,11/02/2013,749,688,92,TEAM
0768069820131102,11/02/2013,768,698,125,TEAM
0772025420131102,11/02/2013,772,254,38,TEAM
0796031220131102,11/02/2013,796,312,41,TEAM
0071041420131105,11/05/2013,71,414,101,TEAM
0519008620131105,11/05/2013,519,86,91,TEAM
0129004720131106,11/06/2013,129,47,48,TEAM
0522005120131107,11/07/2013,522,51,132,TEAM
0529067420131107,11/07/2013,529,674,19,TEAM
0716067120131107,11/07/2013,716,671,56,TEAM
0367016420131108,11/08/2013,367,164,25,TEAM
0721047320131108,11/08/2013,721,473,87,TEAM
0009038820131109,11/09/2013,9,388,142,TEAM
0027025720131109,11/09/2013,27,257,36,TEAM
0028073220131109,11/09/2013,28,732,135,TEAM
0030049820131109,11/09/2013,30,498,57,TEAM
0031043320131109,11/09/2013,31,433,76,TEAM
0037069420131109,11/09/2013,37,694,114,TEAM
0067047220131109,11/09/2013,67,472,88,TEAM
0077079620131109,11/09/2013,77,796,141,TEAM
0096081120131109,11/09/2013,96,811,144,TEAM
0110002920131109,11/09/2013,110,29,11,TEAM
0157075620131109,11/09/2013,157,756,140,TEAM
0231041920131109,11/09/2013,231,419,116,TEAM
0234074920131109,11/09/2013,234,749,83,TEAM
0277072620131109,11/09/2013,277,726,62,TEAM
0288012820131109,11/09/2013,288,128,146,TEAM
0301030620131109,11/09/2013,301,306,47,TEAM
0312055920131109,11/09/2013,312,559,50,TEAM
0327070020131109,11/09/2013,327,700,129,TEAM
0328052120131109,11/09/2013,328,521,104,TEAM
0365000820131109,11/09/2013,365,8,5,TEAM
0430069720131109,11/09/2013,430,697,120,TEAM
0434033420131109,11/09/2013,434,334,53,TEAM
0463041820131109,11/09/2013,463,418,66,TEAM
0466015620131109,11/09/2013,466,156,23,TEAM
0490019320131109,11/09/2013,490,193,80,TEAM
0513054520131109,11/09/2013,513,545,110,TEAM
0523029520131109,11/09/2013,523,295,43,TEAM
0539042820131109,11/09/2013,539,428,153,TEAM
0626063020131109,11/09/2013,626,630,18,TEAM
0657010720131109,11/09/2013,657,107,12,TEAM
0663014020131109,11/09/2013,663,140,97,TEAM
0664036620131109,11/09/2013,664,366,59,TEAM
0688039220131109,11/09/2013,688,392,64,TEAM
0695040420131109,11/09/2013,695,404,115,TEAM
0698031120131109,11/09/2013,698,311,40,TEAM
0703076820131109,11/09/2013,703,768,143,TEAM
0704049720131109,11/09/2013,704,497,160,TEAM
0718070620131109,11/09/2013,718,706,130,TEAM
0719019620131109,11/09/2013,719,196,81,TEAM
0731046520131109,11/09/2013,731,465,89,TEAM
0736023520131109,11/09/2013,736,235,27,TEAM
0742041520131109,11/09/2013,742,415,30,TEAM
0746045720131109,11/09/2013,746,457,78,TEAM
0772072520131109,11/09/2013,772,725,93,TEAM
0774020420131109,11/09/2013,774,204,71,TEAM
0086070920131112,11/12/2013,86,709,102,TEAM
0519007120131112,11/12/2013,519,71,96,TEAM
0047050320131113,11/13/2013,47,503,45,TEAM
0414033120131113,11/13/2013,414,331,100,TEAM
0255014720131114,11/14/2013,255,147,112,TEAM
0388071920131114,11/14/2013,388,719,105,TEAM
0756011020131115,11/15/2013,756,110,15,TEAM
0005040020131116,11/16/2013,5,400,163,TEAM
0008043020131116,11/16/2013,8,430,77,TEAM
0009019620131116,11/16/2013,9,196,81,TEAM
0107015720131116,11/16/2013,107,157,20,TEAM
0128069020131116,11/16/2013,128,690,109,TEAM
0129077420131116,11/16/2013,129,774,69,TEAM
0140058720131116,11/16/2013,140,587,86,TEAM
0156047320131116,11/16/2013,156,473,87,TEAM
0164066320131116,11/16/2013,164,663,122,TEAM
0229066420131116,11/16/2013,229,664,75,TEAM
0231070420131116,11/16/2013,231,704,124,TEAM
0235064820131116,11/16/2013,235,648,113,TEAM
0257003720131116,11/16/2013,257,37,1,TEAM
0288036720131116,11/16/2013,288,367,54,TEAM
0294007720131116,11/16/2013,294,77,134,TEAM
0306079620131116,11/16/2013,306,796,141,TEAM
0311052220131116,11/16/2013,311,522,103,TEAM
0334073620131116,11/16/2013,334,736,117,TEAM
0366057420131116,11/16/2013,366,574,127,TEAM
0392074220131116,11/16/2013,392,742,136,TEAM
0404065120131116,11/16/2013,404,651,35,TEAM
0415019320131116,11/16/2013,415,193,80,TEAM
0416046320131116,11/16/2013,416,463,84,TEAM
0418050920131116,11/16/2013,418,509,46,TEAM
0457054520131116,11/16/2013,457,545,110,TEAM
0490006720131116,11/16/2013,490,67,61,TEAM
0518030120131116,11/16/2013,518,301,44,TEAM
0521070320131116,11/16/2013,521,703,119,TEAM
0528002820131116,11/16/2013,528,28,10,TEAM
0559053920131116,11/16/2013,559,539,111,TEAM
0626027720131116,11/16/2013,626,277,39,TEAM
0630046620131116,11/16/2013,630,466,90,TEAM
0646072620131116,11/16/2013,646,726,62,TEAM
0670003020131116,11/16/2013,670,30,7,TEAM
0671025420131116,11/16/2013,671,254,38,TEAM
0674065720131116,11/16/2013,674,657,14,TEAM
0688023420131116,11/16/2013,688,234,33,TEAM
0698032720131116,11/16/2013,698,327,52,TEAM
0700005120131116,11/16/2013,700,51,155,NEUTRAL
0716043320131116,11/16/2013,716,433,76,TEAM
0732052920131116,11/16/2013,732,529,108,TEAM
0754002920131116,11/16/2013,754,29,11,TEAM
0768032820131116,11/16/2013,768,328,51,TEAM
0811006620131116,11/16/2013,811,66,42,TEAM
0086041420131119,11/19/2013,86,414,101,TEAM
0331051920131119,11/19/2013,331,519,95,TEAM
0503070920131120,11/20/2013,503,709,102,TEAM
0465072120131121,11/21/2013,465,721,21,TEAM
0574000920131121,11/21/2013,574,9,2,TEAM
0587012820131121,11/21/2013,587,128,146,TEAM
0726063020131122,11/22/2013,726,630,18,TEAM
0006025520131123,11/23/2013,6,255,37,TEAM
0028011020131123,11/23/2013,28,110,15,TEAM
0051052120131123,11/23/2013,51,521,104,TEAM
0066062620131123,11/23/2013,66,626,16,TEAM
0067039220131123,11/23/2013,67,392,64,TEAM
0071020420131123,11/23/2013,71,204,71,TEAM
0077051320131123,11/23/2013,77,513,49,TEAM
0107067420131123,11/23/2013,107,674,19,TEAM
0140028820131123,11/23/2013,140,288,127,NEUTRAL
0141014720131123,11/23/2013,141,147,112,TEAM
0149064820131123,11/23/2013,149,648,113,TEAM
0156073120131123,11/23/2013,156,731,133,TEAM
0164069020131123,11/23/2013,164,690,109,TEAM
0193074920131123,11/23/2013,193,749,83,TEAM
0196049020131123,11/23/2013,196,490,82,TEAM
0253023520131123,11/23/2013,253,235,27,TEAM
0254003020131123,11/23/2013,254,30,7,TEAM
0277081120131123,11/23/2013,277,811,144,TEAM
0295023420131123,11/23/2013,295,234,33,TEAM
0301055920131123,11/23/2013,301,559,50,TEAM
0306051820131123,11/23/2013,306,518,99,TEAM
0328031120131123,11/23/2013,328,311,40,TEAM
0334025720131123,11/23/2013,334,257,36,TEAM
0388023120131123,11/23/2013,388,231,31,TEAM
0400012920131123,11/23/2013,400,129,70,TEAM
0404036720131123,11/23/2013,404,367,54,TEAM
0416050920131123,11/23/2013,416,509,46,TEAM
0418031220131123,11/23/2013,418,312,41,TEAM
0419066420131123,11/23/2013,419,664,75,TEAM
0430003120131123,11/23/2013,430,31,8,TEAM
0434043320131123,11/23/2013,434,433,76,TEAM
0463053920131123,11/23/2013,463,539,111,TEAM
0472022920131123,11/23/2013,472,229,159,TEAM
0473009620131123,11/23/2013,473,96,13,TEAM
0498064620131123,11/23/2013,498,646,3,TEAM
0522032720131123,11/23/2013,522,327,52,TEAM
0523045720131123,11/23/2013,523,457,78,TEAM
0529002920131123,11/23/2013,529,29,11,TEAM
0545068820131123,11/23/2013,545,688,92,TEAM
0657015720131123,11/23/2013,657,157,20,TEAM
0663065120131123,11/23/2013,663,651,35,TEAM
0693000820131123,11/23/2013,693,8,5,TEAM
0697036520131123,11/23/2013,697,365,55,TEAM
0704071820131123,11/23/2013,704,718,58,TEAM
0706049720131123,11/23/2013,706,497,160,TEAM
0719036620131123,11/23/2013,719,366,59,TEAM
0732075420131123,11/23/2013,732,754,138,TEAM
0736069420131123,11/23/2013,736,694,114,TEAM
0746041520131123,11/23/2013,746,415,30,TEAM
0756052820131123,11/23/2013,756,528,107,TEAM
0772067020131123,11/23/2013,772,670,131,TEAM
0796042820131123,11/23/2013,796,428,153,TEAM
0774050320131126,11/26/2013,774,503,45,TEAM
0433043020131128,11/28/2013,433,430,77,TEAM
0700070320131128,11/28/2013,700,703,119,TEAM
0031036520131129,11/29/2013,31,365,55,TEAM
0071008620131129,11/29/2013,71,86,166,NEUTRAL
0096063020131129,11/29/2013,96,630,18,TEAM
0196038820131129,11/29/2013,196,388,142,TEAM
0204012920131129,11/29/2013,204,129,70,TEAM
0231022920131129,11/29/2013,231,229,159,TEAM
0312046320131129,11/29/2013,312,463,84,TEAM
0400051920131129,11/29/2013,400,519,95,TEAM
0414004720131129,11/29/2013,414,47,48,TEAM
0415054520131129,11/29/2013,415,545,110,TEAM
0528052920131129,11/29/2013,528,529,108,TEAM
0651012820131129,11/29/2013,651,128,146,TEAM
0663028820131129,11/29/2013,663,288,128,TEAM
0670071620131129,11/29/2013,670,716,4,TEAM
0709000520131129,11/29/2013,709,5,154,TEAM
0754075620131129,11/29/2013,754,756,140,TEAM
0008003720131130,11/30/2013,8,37,1,TEAM
0029002820131130,11/30/2013,29,28,10,TEAM
0030077220131130,11/30/2013,30,772,148,TEAM
0051069820131130,11/30/2013,51,698,125,TEAM
0067068820131130,11/30/2013,67,688,92,TEAM
0077046620131130,11/30/2013,77,466,90,TEAM
0110065720131130,11/30/2013,110,657,14,TEAM
0147064820131130,11/30/2013,147,648,113,TEAM
0157073220131130,11/30/2013,157,732,135,TEAM
0193045720131130,11/30/2013,193,457,78,TEAM
0234023520131130,11/30/2013,234,235,27,TEAM
0257025520131130,11/30/2013,257,255,37,TEAM
0295047220131130,11/30/2013,295,472,88,TEAM
0311076820131130,11/30/2013,311,768,143,TEAM
0327032820131130,11/30/2013,327,328,51,TEAM
0366070620131130,11/30/2013,366,706,130,TEAM
0392049020131130,11/30/2013,392,490,82,TEAM
0428041620131130,11/30/2013,428,416,68,TEAM
0473006620131130,11/30/2013,473,66,42,TEAM
0497071920131130,11/30/2013,497,719,105,TEAM
0498067120131130,11/30/2013,498,671,56,TEAM
0509030120131130,11/30/2013,509,301,44,TEAM
0513067420131130,11/30/2013,513,674,19,TEAM
0518041820131130,11/30/2013,518,418,66,TEAM
0539079620131130,11/30/2013,539,796,141,TEAM
0559030620131130,11/30/2013,559,306,47,TEAM
0587016420131130,11/30/2013,587,164,25,TEAM
0626046520131130,11/30/2013,626,465,89,TEAM
0646025420131130,11/30/2013,646,254,38,TEAM
0664000920131130,11/30/2013,664,9,2,TEAM
0690040420131130,11/30/2013,690,404,115,TEAM
0694033420131130,11/30/2013,694,334,53,TEAM
0697043420131130,11/30/2013,697,434,73,TEAM
0704041920131130,11/30/2013,704,419,116,TEAM
0718057420131130,11/30/2013,718,574,127,TEAM
0721015620131130,11/30/2013,721,156,23,TEAM
0725027720131130,11/30/2013,725,277,39,TEAM
0742074620131130,11/30/2013,742,746,137,TEAM
0749073620131130,11/30/2013,749,736,117,TEAM
0811073120131130,11/30/2013,811,731,133,TEAM
0367014020131205,12/05/2013,367,140,97,TEAM
0071050320131206,12/06/2013,71,503,67,NEUTRAL
0128066320131207,12/07/2013,128,663,122,TEAM
0193023420131207,12/07/2013,193,234,79,NEUTRAL
0388057420131207,12/07/2013,388,574,127,TEAM
0404016420131207,12/07/2013,404,164,25,TEAM
0434003720131207,12/07/2013,434,37,38,NEUTRAL
0518041620131207,12/07/2013,518,416,162,NEUTRAL
0522052120131207,12/07/2013,522,521,104,TEAM
0651058720131207,12/07/2013,651,587,86,TEAM
0671064620131207,12/07/2013,671,646,3,TEAM
0674002820131207,12/07/2013,674,28,10,TEAM
0703005120131207,12/07/2013,703,51,132,TEAM
0731009620131207,12/07/2013,731,96,13,TEAM
0725072620131214,12/14/2013,725,726,109,NEUTRAL
0086062620131221,12/21/2013,86,626,42,NEUTRAL
0096065720131221,12/21/2013,96,657,89,NEUTRAL
0718067120131221,12/21/2013,718,671,58,NEUTRAL
0754015620131221,12/21/2013,754,156,87,NEUTRAL
0519019620131223,12/23/2013,519,196,151,NEUTRAL
0066052820131224,12/24/2013,66,528,39,NEUTRAL
0545007120131226,12/26/2013,545,71,67,NEUTRAL
0731050320131226,12/26/2013,731,503,16,NEUTRAL
0077075620131227,12/27/2013,77,756,17,NEUTRAL
0388039220131227,12/27/2013,388,392,62,NEUTRAL
0688042820131227,12/27/2013,688,428,128,NEUTRAL
0140045720131228,12/28/2013,140,457,79,NEUTRAL
0415036720131228,12/28/2013,415,367,32,NEUTRAL
0418032720131228,12/28/2013,418,327,10,NEUTRAL
0587051320131228,12/28/2013,587,513,158,NEUTRAL
0028070020131230,12/30/2013,28,700,16,NEUTRAL
0419072620131230,12/30/2013,419,726,125,NEUTRAL
0433025520131230,12/30/2013,433,255,118,NEUTRAL
0529070320131230,12/30/2013,529,703,130,NEUTRAL
0029006720131231,12/31/2013,29,67,60,NEUTRAL
0193069720131231,12/31/2013,193,697,38,NEUTRAL
0574043020131231,12/31/2013,574,430,115,NEUTRAL
0742011020131231,12/31/2013,742,110,124,NEUTRAL
0128005120140101,01/01/2014,128,51,145,NEUTRAL
0312036520140101,01/01/2014,312,365,35,NEUTRAL
0463025720140101,01/01/2014,463,257,28,NEUTRAL
0465049720140101,01/01/2014,465,497,121,NEUTRAL
0674041620140101,01/01/2014,674,416,15,NEUTRAL
0796064820140101,01/01/2014,796,648,32,NEUTRAL
0522000820140102,01/02/2014,522,8,58,NEUTRAL
0147051820140103,01/03/2014,147,518,30,NEUTRAL
0521043420140103,01/03/2014,521,434,155,NEUTRAL
0736028820140104,01/04/2014,736,288,2,NEUTRAL
0030004720140105,01/05/2014,30,47,3,NEUTRAL
0037023420140106,01/06/2014,37,234,15,NEUTRAL
