"Game Code","Play Number","Team Code","Player Code","Attempt","Yards","Fair Catch","Touchback","Downed","Out Of Bounds","Onside","Onside Success"
0277052820130907,13,528,1041050,1,65,0,1,0,0,0,0
0277052820130907,44,528,1041050,1,64,0,0,0,0,0,0
0277052820130907,59,277,1032003,1,59,0,0,0,0,0,0
0277052820130907,74,277,1032003,1,59,0,0,0,0,0,0
0277052820130907,94,277,1032003,1,52,0,0,0,0,0,0
0277052820130907,105,528,1041050,1,65,0,1,0,0,0,0
0277052820130907,121,528,1041050,1,61,0,0,0,0,0,0
0277052820130907,155,528,1041050,1,64,0,0,0,0,0,0
0277052820130907,157,277,1032003,1,62,0,0,0,0,0,0
0204053920130907,1,539,1041149,1,65,0,1,0,0,0,0
0204053920130907,36,204,1031758,1,57,0,0,0,0,0,0
0204053920130907,45,539,1041149,1,65,0,1,0,0,0,0
0204053920130907,57,539,1041149,1,62,0,0,0,0,0,0
0204053920130907,100,539,1041149,1,43,0,0,0,0,0,0
0204053920130907,102,204,1031758,1,59,0,0,0,0,0,0
0204053920130907,138,539,1041149,1,62,0,0,0,0,0,0
0204053920130907,151,539,1041149,1,65,0,0,0,0,0,0
0204053920130907,161,539,1041149,1,65,0,1,0,0,0,0
0204053920130907,174,539,1041149,1,62,0,0,0,0,0,0
0305055920130907,1,305,1043266,1,64,0,0,0,0,0,0
0305055920130907,3,559,1048972,1,63,0,0,0,0,0,0
0305055920130907,59,559,1048972,1,64,0,0,0,0,0,0
0305055920130907,88,559,1048972,1,64,0,0,0,0,0,0
0305055920130907,114,559,1048972,1,65,0,0,0,0,0,0
0305055920130907,125,305,1043266,1,56,0,0,0,0,0,0
0305055920130907,139,559,1048972,1,64,0,0,0,0,0,0
0305055920130907,147,305,1043266,1,65,0,1,0,0,0,0
0485058720130907,1,587,1026796,1,64,0,0,0,0,0,0
0485058720130907,24,587,1026796,1,64,0,0,0,0,0,0
0485058720130907,31,587,1026796,1,65,0,1,0,0,0,0
0485058720130907,52,587,1026796,1,58,0,0,0,0,0,0
0485058720130907,95,485,1060078,1,27,0,0,0,0,0,0
0485058720130907,112,587,1026796,1,65,0,0,0,0,0,0
0485058720130907,127,587,1026796,1,62,0,0,0,0,0,0
0485058720130907,146,587,1026796,1,59,0,0,0,0,0,0
0754065720130907,1,657,1041422,1,65,0,1,0,0,0,0
0754065720130907,49,657,1041422,1,60,0,0,0,0,0,0
0754065720130907,81,754,1025659,1,50,0,0,0,1,0,0
0754065720130907,88,754,1025659,1,65,0,1,0,0,0,0
0754065720130907,153,754,1025659,1,65,0,0,0,0,0,0
0440066320130907,1,440,1043386,1,65,0,0,0,0,0,0
0440066320130907,9,440,1037333,1,60,0,0,0,0,0,0
0440066320130907,42,440,1043386,1,62,0,0,0,0,0,0
0440066320130907,53,663,1033908,1,60,0,0,0,0,0,0
0440066320130907,63,440,1043386,1,64,0,0,0,0,0,0
0440066320130907,77,440,1043386,1,55,0,0,0,0,0,0
0440066320130907,89,663,1033908,1,65,0,1,0,0,0,0
0440066320130907,110,663,1033908,1,65,0,1,0,0,0,0
0440066320130907,123,440,1043386,1,53,0,0,0,0,0,0
0440066320130907,131,663,1033908,1,65,0,1,0,0,0,0
0440066320130907,165,663,1033908,1,52,0,0,0,0,0,0
0440066320130907,198,663,1033908,1,51,0,0,0,0,0,0
0553067020130907,1,670,1043910,1,65,0,1,0,0,0,0
0553067020130907,16,670,1043910,1,65,0,1,0,0,0,0
0553067020130907,32,670,1043910,1,65,0,1,0,0,0,0
0553067020130907,73,670,1043910,1,65,0,1,0,0,0,0
0553067020130907,100,553,1060122,1,65,0,0,0,0,0,0
0553067020130907,124,553,1060122,1,65,0,0,0,0,0,0
0553067020130907,137,670,1043910,1,65,0,0,0,0,0,0
0630067420130907,1,674,1033988,1,65,0,0,0,0,0,0
0630067420130907,15,674,1033988,1,65,0,1,0,0,0,0
0630067420130907,34,630,1025894,1,65,0,1,0,0,0,0
0630067420130907,50,674,1033988,1,65,0,0,0,0,0,0
0630067420130907,60,674,1033988,1,65,0,1,0,0,0,0
0630067420130907,74,630,1025894,1,65,0,1,0,0,0,0
0630067420130907,86,630,1025894,1,65,0,1,0,0,0,0
0630067420130907,99,674,1033988,1,63,0,0,0,0,0,0
0630067420130907,115,674,1033988,1,64,0,0,0,1,0,0
0630067420130907,128,630,1025894,1,62,0,0,0,0,0,0
0630067420130907,145,674,1033988,1,65,0,1,0,0,0,0
0288069020130907,1,288,1032038,1,65,0,1,0,0,0,0
0288069020130907,35,288,1032038,1,65,0,0,0,0,0,0
0288069020130907,53,690,1057482,1,58,0,0,0,0,0,0
0288069020130907,74,288,1032038,1,60,0,0,0,0,0,0
0288069020130907,97,288,1032038,1,65,0,1,0,0,0,0
0288069020130907,111,690,1057482,1,59,0,0,0,0,0,0
0288069020130907,114,690,1057482,1,57,0,0,0,1,0,0
0288069020130907,128,288,1032038,1,65,0,1,0,0,0,0
0288069020130907,146,288,1032038,1,65,0,0,0,0,0,0
0288069020130907,212,288,1032038,1,39,0,0,0,0,0,0
0772069420130907,1,694,1034090,1,65,0,1,0,0,0,0
0772069420130907,16,772,1034995,1,62,0,0,0,0,0,0
0772069420130907,28,694,1034090,1,62,0,0,0,0,0,0
0772069420130907,32,694,1034090,1,62,0,0,0,0,0,0
0772069420130907,39,694,1034090,1,63,0,0,0,0,0,0
0772069420130907,44,694,1034090,1,65,0,0,0,0,0,0
0772069420130907,50,694,1034090,1,65,0,1,0,0,0,0
0772069420130907,74,772,1034995,1,65,0,1,0,0,0,0
0772069420130907,95,772,1034995,1,65,0,0,0,0,0,0
0772069420130907,97,772,1034995,1,60,0,0,0,0,0,0
0772069420130907,104,694,1034090,1,65,0,1,0,0,0,0
0772069420130907,117,772,1034995,1,65,0,1,0,0,0,0
0772069420130907,127,694,1034090,1,52,0,0,0,0,0,0
0772069420130907,157,694,1034090,1,62,0,0,0,0,0,0
0624069720130907,1,624,1060233,1,55,0,0,0,0,0,0
0624069720130907,16,697,1041732,1,56,0,0,0,0,0,0
0624069720130907,25,624,1060233,1,59,0,0,0,0,0,0
0624069720130907,45,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,66,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,92,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,100,624,1060233,1,51,0,0,0,0,0,0
0624069720130907,108,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,113,624,1060233,1,55,0,0,0,0,0,0
0624069720130907,127,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,143,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,146,624,1060233,0,11,0,0,0,0,1,0
0624069720130907,152,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,157,697,1041732,1,65,0,1,0,0,0,0
0624069720130907,165,697,1041732,1,65,0,1,0,0,0,0
0655069820130907,1,655,1043839,1,65,0,0,0,0,0,0
0655069820130907,32,698,1049570,1,65,0,1,0,0,0,0
0655069820130907,67,655,1043839,1,59,0,0,0,0,0,0
0655069820130907,75,698,1049570,1,65,0,1,0,0,0,0
0655069820130907,81,655,1043839,1,65,0,1,0,0,0,0
0655069820130907,94,698,1049570,1,65,0,1,0,0,0,0
0655069820130907,112,698,1049570,1,65,0,1,0,0,0,0
0655069820130907,118,698,1049570,1,65,0,1,0,0,0,0
0655069820130907,143,698,1049570,1,65,0,1,0,0,0,0
0655069820130907,166,655,1043839,1,65,0,1,0,0,0,0
0676070020130907,1,676,1045272,1,65,0,0,0,0,0,0
0676070020130907,6,700,1034242,1,65,0,1,0,0,0,0
0676070020130907,26,700,1034242,1,-34,0,1,0,0,0,0
0676070020130907,29,676,1045272,1,63,0,0,0,0,0,0
0676070020130907,45,700,1034242,1,65,0,0,0,0,0,0
0676070020130907,52,700,1034242,1,50,0,1,0,0,0,0
0676070020130907,90,700,1034242,1,64,0,0,0,0,0,0
0676070020130907,103,700,1034242,1,65,0,1,0,0,0,0
0676070020130907,125,700,1034242,1,65,0,1,0,0,0,0
0676070020130907,128,700,1034242,1,65,0,1,0,0,0,0
0676070020130907,158,676,1052697,1,58,0,0,0,0,0,0
0676070020130907,161,700,1034242,1,65,0,1,0,0,0,0
0676070020130907,176,700,1034242,1,65,0,1,0,0,0,0
0676070020130907,201,676,1052697,1,44,0,0,0,0,0,0
0473070420130907,1,473,1033144,1,65,0,0,0,0,0,0
0473070420130907,23,473,1033144,1,60,0,0,0,0,0,0
0473070420130907,43,704,1057716,1,65,0,1,0,0,0,0
0473070420130907,55,473,1033144,1,65,0,0,0,0,0,0
0473070420130907,65,704,1057716,1,63,0,0,0,0,0,0
0473070420130907,70,473,1033144,1,60,0,0,0,0,0,0
0473070420130907,80,704,1057716,1,65,0,1,0,0,0,0
0473070420130907,82,704,1057716,1,65,0,1,0,0,0,0
0473070420130907,101,704,1057716,1,65,0,0,0,0,0,0
0473070420130907,122,473,1033144,1,65,0,1,0,0,0,0
0473070420130907,137,473,1033144,1,58,0,0,0,0,0,0
0473070420130907,154,704,1057716,1,64,0,0,0,0,0,0
0521070620130907,1,521,1031424,1,62,0,0,0,0,0,0
0521070620130907,16,521,1031424,1,61,0,0,0,0,0,0
0521070620130907,33,706,1049787,1,62,0,0,0,0,0,0
0521070620130907,42,521,1031424,1,58,0,0,0,0,0,0
0521070620130907,64,521,1031424,1,62,0,0,0,0,0,0
0521070620130907,87,521,1031424,1,64,0,0,0,0,0,0
0521070620130907,98,521,1031424,1,65,0,0,0,0,0,0
0521070620130907,109,706,1049787,1,58,0,0,0,0,0,0
0521070620130907,129,521,1031424,1,60,0,0,0,0,0,0
0521070620130907,161,706,1049787,1,65,0,0,0,0,0,0
0521070620130907,170,706,1049787,1,60,0,0,0,0,0,0
0521070620130907,177,521,1031424,1,29,0,0,0,0,0,0
0521070620130907,184,706,1049787,1,59,0,0,0,0,0,0
0521070620130907,196,521,1031424,1,62,0,0,0,0,0,0
0521070620130907,210,706,1049787,0,10,0,0,0,0,1,0
0632071620130907,1,716,1049838,1,65,0,1,0,0,0,0
0632071620130907,12,716,1049838,1,62,0,0,0,0,0,0
0632071620130907,26,716,1049838,1,61,0,0,0,0,0,0
0632071620130907,40,716,1049838,1,64,0,0,0,0,0,0
0632071620130907,58,716,1049838,1,59,0,0,0,0,0,0
0632071620130907,84,632,1060300,1,61,0,0,0,0,0,0
0632071620130907,88,632,1060300,1,63,0,0,0,0,0,0
0632071620130907,93,716,1041934,1,62,0,0,0,0,0,0
0632071620130907,111,716,1041934,1,65,0,1,0,0,0,0
0632071620130907,123,716,1041934,1,65,0,1,0,0,0,0
0632071620130907,128,716,1041934,1,63,0,0,0,0,0,0
0632071620130907,142,716,1041934,1,53,0,0,0,0,0,0
0632071620130907,148,716,1049873,1,57,0,0,0,0,0,0
0646071820130907,1,718,1034440,1,65,0,1,0,0,0,0
0646071820130907,7,646,1049161,1,58,0,0,0,0,0,0
0646071820130907,22,646,1049161,1,36,1,0,0,0,0,0
0646071820130907,35,718,1034440,1,65,0,1,0,0,0,0
0646071820130907,44,646,1049161,1,58,0,0,0,0,0,0
0646071820130907,59,646,1049161,1,57,0,0,0,0,0,0
0646071820130907,74,718,1034440,1,65,0,0,0,0,0,0
0646071820130907,84,646,1049161,1,55,0,0,0,0,0,0
0646071820130907,105,718,1034440,1,65,0,1,0,0,0,0
0646071820130907,114,646,1057182,1,65,0,0,0,0,0,0
0646071820130907,127,718,1034440,1,65,0,1,0,0,0,0
0646071820130907,146,718,1034440,1,50,0,1,0,0,0,0
0646071820130907,161,646,1057182,1,60,0,0,0,0,0,0
0646071820130907,190,646,1057182,1,64,0,0,0,0,0,0
0646071820130907,211,718,1034440,0,9,0,0,0,0,1,0
0156071920130907,1,719,1042002,1,65,0,0,0,0,0,0
0156071920130907,18,156,1045394,1,58,0,0,0,0,0,0
0156071920130907,29,719,1042002,1,65,0,1,0,0,0,0
0156071920130907,40,719,1042002,1,65,0,1,0,0,0,0
0156071920130907,62,156,1045394,1,65,0,0,0,0,0,0
0156071920130907,70,156,1045394,1,59,0,0,0,0,0,0
0156071920130907,84,156,1045394,1,63,0,0,0,0,0,0
0156071920130907,107,156,1045394,1,65,0,1,0,0,0,0
0156071920130907,124,719,1042002,1,65,0,0,0,0,0,0
0156071920130907,146,156,1045394,1,72,0,0,0,1,0,0
0156071920130907,157,719,1042002,1,65,0,1,0,0,0,0
0156071920130907,177,719,1042002,1,65,0,1,0,0,0,0
0731072120130907,1,721,1045007,1,65,0,1,0,0,0,0
0731072120130907,9,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,17,731,1058056,1,65,0,0,0,0,0,0
0731072120130907,29,721,1045007,1,65,0,1,0,0,0,0
0731072120130907,45,721,1045007,1,58,0,0,0,0,0,0
0731072120130907,77,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,96,721,1045007,1,65,0,1,0,0,0,0
0731072120130907,115,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,117,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,135,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,144,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,157,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,177,731,1058056,1,65,0,1,0,0,0,0
0731072120130907,188,721,1057942,1,65,0,0,0,0,0,0
0758073220130907,1,732,1058088,1,65,0,1,0,0,0,0
0758073220130907,20,732,1058088,1,64,0,0,0,0,0,0
0758073220130907,36,732,1058088,1,65,0,1,0,0,0,0
0758073220130907,69,732,1058088,1,61,0,0,0,0,0,0
0758073220130907,80,732,1058088,1,60,0,0,0,0,0,0
0758073220130907,89,732,1058088,1,62,0,0,0,0,0,0
0758073220130907,91,732,1050123,1,55,0,0,0,0,0,0
0758073220130907,106,732,1050123,1,47,0,0,0,0,0,0
0758073220130907,107,758,1060611,1,54,0,0,0,0,0,0
0758073220130907,117,732,1050123,1,65,0,1,0,0,0,0
0758073220130907,133,758,1060611,1,65,0,0,0,0,0,0
0758073220130907,145,732,1050123,1,65,0,1,0,0,0,0
0758073220130907,180,732,1050123,1,56,0,0,0,0,0,0
0043073620130907,1,43,1051027,1,48,0,0,0,0,0,0
0043073620130907,23,736,1034736,1,65,0,1,0,0,0,0
0043073620130907,48,736,1034736,1,65,0,1,0,0,0,0
0043073620130907,59,736,1034736,1,65,0,1,0,0,0,0
0043073620130907,70,736,1034736,1,65,0,0,0,0,0,0
0043073620130907,80,736,1034736,1,65,0,1,0,0,0,0
0043073620130907,101,736,1034736,1,65,0,1,0,0,0,0
0043073620130907,103,736,1034736,1,65,0,0,0,0,0,0
0043073620130907,126,43,1051027,1,62,0,0,0,0,0,0
0769074220130907,1,742,1058149,1,65,0,0,0,0,0,0
0769074220130907,28,742,1058149,1,65,0,1,0,0,0,0
0769074220130907,54,742,1058149,1,65,0,1,0,0,0,0
0769074220130907,73,742,1058149,1,57,0,0,0,0,0,0
0769074220130907,89,769,1044122,1,61,0,0,0,0,0,0
0769074220130907,101,742,1058149,1,61,0,0,0,0,0,0
0769074220130907,113,769,1044122,1,42,0,0,0,0,0,0
0769074220130907,122,742,1034762,1,65,0,0,0,0,0,0
0769074220130907,137,742,1026887,1,65,0,0,0,0,0,0
0769074220130907,160,742,1026887,1,65,0,1,0,0,0,0
0529074620130907,1,746,1042314,1,65,0,0,0,0,0,0
0529074620130907,9,529,1056915,1,65,0,0,0,0,0,0
0529074620130907,28,529,1056915,1,58,0,0,0,0,0,0
0529074620130907,37,529,1056915,1,65,0,1,0,0,0,0
0529074620130907,46,746,1042314,1,64,0,0,0,0,0,0
0529074620130907,72,529,1056915,1,57,0,0,0,0,0,0
0529074620130907,94,746,1042314,1,48,0,0,0,0,0,0
0529074620130907,106,529,1056915,1,62,0,0,0,0,0,0
0529074620130907,119,529,1056915,1,65,0,1,0,0,0,0
0529074620130907,142,529,1056915,1,62,0,0,0,0,0,0
0529074620130907,150,529,1056915,1,65,0,1,0,0,0,0
0529074620130907,175,529,1056915,1,57,0,0,0,0,0,0
0529074620130907,186,529,1056915,1,55,0,0,0,0,0,0
0483077420130907,1,774,1058435,1,65,0,0,0,0,0,0
0483077420130907,8,483,1035577,1,62,0,0,0,0,0,0
0483077420130907,41,483,1035577,1,65,0,0,0,0,0,0
0483077420130907,51,774,1058435,1,61,0,0,0,0,0,0
0483077420130907,76,774,1042552,0,13,0,0,0,0,1,1
0483077420130907,85,483,1035577,1,60,0,0,0,0,0,0
0483077420130907,102,483,1035577,1,65,0,1,0,0,0,0
0483077420130907,111,774,1058435,1,63,0,0,0,0,0,0
0483077420130907,141,774,1058435,1,58,0,0,0,0,0,0
0483077420130907,157,483,1035577,1,65,0,1,0,0,0,0
0483077420130907,187,483,1035577,1,59,0,0,0,0,0,0
0692079620130907,1,796,1035064,1,61,0,0,0,0,0,0
0692079620130907,10,796,1035064,1,65,0,1,0,0,0,0
0692079620130907,29,796,1035064,1,65,0,1,0,0,0,0
0692079620130907,69,796,1035064,1,64,0,0,0,0,0,0
0692079620130907,90,796,1035064,1,65,0,0,0,0,0,0
0692079620130907,92,692,1053411,1,60,0,0,0,0,0,0
0692079620130907,107,796,1035064,1,64,0,0,0,0,0,0
0692079620130907,148,796,1050456,1,65,0,0,0,0,0,0
0692079620130907,157,796,1050456,1,59,0,0,0,0,0,0
0295081120130907,1,811,1050496,1,65,0,0,0,0,0,0
0295081120130907,51,811,1050496,1,59,0,0,0,0,0,0
0295081120130907,64,811,1050496,1,61,0,0,0,1,0,0
0295081120130907,95,811,1050496,1,33,0,0,0,0,0,0
0295081120130907,105,295,1055403,1,57,0,0,0,0,0,0
0295081120130907,127,811,1050496,1,65,0,1,0,0,0,0
0295081120130907,137,811,1050496,1,65,0,1,0,0,0,0
0295081120130907,153,811,1050496,1,57,0,0,0,0,0,0
0295081120130907,187,295,1055403,1,15,0,0,1,0,0,0
0295081120130907,207,295,1055403,0,13,0,0,0,0,1,0
0716003020130912,1,716,1041934,1,65,0,0,0,0,0,0
0716003020130912,23,30,1031008,1,65,0,0,0,0,0,0
0716003020130912,31,30,1031008,1,65,0,1,0,0,0,0
0716003020130912,39,716,1041934,1,65,0,1,0,0,0,0
0716003020130912,49,30,1031008,1,62,0,0,0,0,0,0
0716003020130912,59,716,1041934,1,58,0,0,0,0,0,0
0716003020130912,114,716,1049838,1,33,1,0,0,0,0,0
0716003020130912,116,30,1031008,1,63,0,0,0,0,0,0
0716003020130912,139,30,1031008,1,58,0,0,0,0,0,0
0716003020130912,145,716,1041934,1,65,0,1,0,0,0,0
0716003020130912,159,30,1031008,1,58,0,0,0,0,0,0
0716003020130912,185,716,1041934,1,59,0,0,0,0,0,0
0716003020130912,210,30,1031008,1,65,0,1,0,0,0,0
0718036620130912,1,366,1055774,1,65,0,1,0,0,0,0
0718036620130912,20,366,1055774,1,65,0,1,0,0,0,0
0718036620130912,34,366,1055774,1,65,0,1,0,0,0,0
0718036620130912,44,718,1034440,1,65,0,1,0,0,0,0
0718036620130912,72,366,1055774,1,63,0,0,0,0,0,0
0718036620130912,113,718,1034440,1,65,0,1,0,0,0,0
0718036620130912,122,718,1034440,1,65,0,1,0,0,0,0
0718036620130912,143,718,1034440,1,65,0,1,0,0,0,0
0718036620130912,185,718,1034440,1,65,0,1,0,0,0,0
0718036620130912,197,366,1055774,0,18,0,0,0,0,1,0
0698070020130912,1,698,1049570,1,65,0,1,0,0,0,0
0698070020130912,9,700,1034242,1,56,0,0,0,0,0,0
0698070020130912,38,700,1049612,1,65,0,0,0,0,0,0
0698070020130912,96,700,1034242,1,65,0,1,0,0,0,0
0698070020130912,120,698,1049570,1,65,0,1,0,0,0,0
0698070020130912,169,698,1049570,1,65,0,1,0,0,0,0
0698070020130912,181,700,1034242,1,65,0,1,0,0,0,0
0698070020130912,198,700,1034242,1,65,0,1,0,0,0,0
0721006620130913,1,66,1031180,1,65,0,1,0,0,0,0
0721006620130913,14,721,1045007,1,47,0,0,0,0,0,0
0721006620130913,26,66,1031180,1,65,0,1,0,0,0,0
0721006620130913,45,721,1045007,1,65,0,1,0,0,0,0
0721006620130913,53,66,1031180,1,65,0,1,0,0,0,0
0721006620130913,64,721,1045007,1,65,0,1,0,0,0,0
0721006620130913,85,66,1031180,1,65,0,1,0,0,0,0
0721006620130913,87,721,1045007,1,65,0,0,0,0,0,0
0721006620130913,115,66,1031180,1,65,0,1,0,0,0,0
0721006620130913,140,721,1045007,1,65,0,0,0,0,0,0
0721006620130913,149,66,1031180,1,63,0,0,0,0,0,0
0721006620130913,159,66,1031180,1,65,0,1,0,0,0,0
0796002820130914,1,796,1035064,1,65,0,1,0,0,0,0
0796002820130914,39,28,1030920,1,65,0,0,0,0,0,0
0796002820130914,51,796,1035064,1,65,0,0,0,0,0,0
0796002820130914,57,796,1035064,1,65,0,1,0,0,0,0
0796002820130914,69,28,1030920,1,65,0,1,0,0,0,0
0796002820130914,100,28,1030920,1,65,0,1,0,0,0,0
0796002820130914,102,28,1030920,1,63,0,0,0,0,0,0
0796002820130914,105,796,1035064,1,65,0,0,0,0,0,0
0796002820130914,147,28,1030920,1,65,0,1,0,0,0,0
0796002820130914,154,796,1035064,1,64,0,0,0,0,0,0
0796002820130914,165,28,1030920,1,61,0,0,0,0,0,0
0796002820130914,177,28,1030920,1,65,0,1,0,0,0,0
0796002820130914,191,796,1035064,1,65,0,0,0,0,0,0
0706002920130914,1,29,1029527,1,65,0,1,0,0,0,0
0706002920130914,14,706,1049787,1,62,0,0,0,0,0,0
0706002920130914,28,29,1029527,1,65,0,0,0,0,0,0
0706002920130914,37,29,1029527,1,65,0,1,0,0,0,0
0706002920130914,51,29,1029527,1,65,0,1,0,0,0,0
0706002920130914,64,706,1049787,1,65,0,1,0,0,0,0
0706002920130914,83,29,1029527,1,65,0,1,0,0,0,0
0706002920130914,100,706,1049787,1,65,0,1,0,0,0,0
0706002920130914,113,29,1029527,1,65,0,0,0,0,0,0
0706002920130914,146,29,1029527,1,65,0,1,0,0,0,0
0706002920130914,158,706,1049787,1,65,0,1,0,0,0,0
0664003120130914,1,664,1033925,1,64,0,0,0,0,0,0
0664003120130914,32,31,1031019,1,65,0,1,0,0,0,0
0664003120130914,56,664,1033925,1,65,0,1,0,0,0,0
0664003120130914,72,31,1031019,1,64,0,0,0,0,0,0
0664003120130914,99,31,1031019,1,65,0,1,0,0,0,0
0664003120130914,119,31,1031019,1,65,0,1,0,0,0,0
0664003120130914,158,31,1031019,1,65,0,0,0,0,0,0
0430003720130914,1,430,1048185,1,65,0,1,0,0,0,0
0430003720130914,13,37,1031074,1,65,0,1,0,0,0,0
0430003720130914,30,37,1031074,1,65,0,1,0,0,0,0
0430003720130914,34,430,1048185,1,65,0,1,0,0,0,0
0430003720130914,48,37,1031074,1,65,0,1,0,0,0,0
0430003720130914,74,430,1048185,1,65,0,1,0,0,0,0
0430003720130914,90,37,1031074,1,65,0,1,0,0,0,0
0430003720130914,98,430,1048185,1,65,0,0,0,0,0,0
0430003720130914,106,37,1031074,1,65,0,1,0,0,0,0
0430003720130914,180,37,1031074,1,65,0,1,0,0,0,0
0683008620130914,1,683,1024639,1,65,0,1,0,0,0,0
0683008620130914,39,86,1038877,1,47,0,0,0,0,0,0
0683008620130914,87,86,1038877,1,65,0,1,0,0,0,0
0683008620130914,114,86,1038877,1,50,0,1,0,0,0,0
0683008620130914,143,683,1024639,1,65,0,0,0,0,0,0
0683008620130914,185,683,1024639,1,63,0,0,0,0,0,0
0518010720130914,1,518,1033336,1,65,0,1,0,0,0,0
0518010720130914,9,518,1033336,1,65,0,1,0,0,0,0
0518010720130914,18,518,1033336,1,65,0,1,0,0,0,0
0518010720130914,29,518,1033336,1,64,0,0,0,0,0,0
0518010720130914,35,107,1023439,1,59,0,0,0,0,0,0
0518010720130914,51,518,1033336,1,65,0,0,0,0,0,0
0518010720130914,63,107,1023439,1,65,0,0,0,0,0,0
0518010720130914,89,518,1033336,1,65,0,1,0,0,0,0
0518010720130914,105,107,1023439,1,65,0,1,0,0,0,0
0518010720130914,127,107,1023439,1,65,0,1,0,0,0,0
0518010720130914,141,518,1033336,1,65,0,1,0,0,0,0
0518010720130914,163,518,1033336,1,60,0,0,0,0,0,0
0518010720130914,169,107,1023439,0,11,0,0,0,0,1,0
0518010720130914,179,518,1033336,1,60,0,0,0,0,0,0
0518010720130914,213,107,1023439,1,64,0,0,0,1,0,0
0508014020130914,1,140,1031513,1,59,0,0,0,0,0,0
0508014020130914,23,140,1031513,1,62,0,0,0,0,0,0
0508014020130914,37,140,1031513,1,65,0,1,0,0,0,0
0508014020130914,54,140,1031513,1,65,0,0,0,0,0,0
0508014020130914,72,140,1031513,1,65,0,1,0,0,0,0
0508014020130914,80,508,1039778,1,62,0,0,0,0,0,0
0508014020130914,86,140,1031513,1,50,0,1,0,0,0,0
0508014020130914,99,508,1039778,1,65,0,1,0,0,0,0
0508014020130914,101,508,1039778,1,61,0,0,0,0,0,0
0508014020130914,114,140,1031513,1,64,0,0,0,0,0,0
0508014020130914,134,140,1031513,1,65,0,1,0,0,0,0
0508014020130914,145,140,1031513,1,65,0,0,0,0,0,0
0508014020130914,156,140,1031513,1,61,0,0,0,0,0,0
0508014020130914,175,140,1031513,1,65,0,1,0,0,0,0
0090015620130914,1,90,1053011,1,65,0,1,0,0,0,0
0090015620130914,11,156,1045394,1,65,0,1,0,0,0,0
0090015620130914,23,90,1053011,1,65,0,1,0,0,0,0
0090015620130914,30,156,1045394,1,65,0,1,0,0,0,0
0090015620130914,44,156,1045394,1,65,0,1,0,0,0,0
0090015620130914,49,90,1053011,1,65,0,1,0,0,0,0
0090015620130914,65,156,1045394,1,62,0,0,0,0,0,0
0090015620130914,85,156,1045394,1,60,0,0,0,0,0,0
0090015620130914,99,156,1045394,1,65,0,1,0,0,0,0
0090015620130914,131,90,1053011,1,65,0,1,0,0,0,0
0090015620130914,175,156,1045394,1,62,0,0,0,0,0,0
0392016420130914,1,392,1047839,1,65,0,1,0,0,0,0
0392016420130914,17,164,1023687,1,60,0,0,0,0,0,0
0392016420130914,58,392,1047839,1,61,0,0,0,0,0,0
0392016420130914,68,392,1047839,1,65,0,0,0,0,0,0
0392016420130914,78,164,1023687,1,58,0,0,0,0,0,0
0392016420130914,100,164,1023687,1,63,0,0,0,0,0,0
0392016420130914,123,392,1047839,1,61,0,0,0,0,0,0
0392016420130914,135,164,1023687,1,62,0,0,0,0,0,0
0392016420130914,147,392,1047839,1,58,0,0,0,0,0,0
0392016420130914,170,164,1023687,1,62,0,0,0,0,0,0
0392016420130914,179,392,1047839,1,61,0,0,0,0,0,0
0392016420130914,182,164,1023687,1,65,0,1,0,0,0,0
0255019320130914,1,255,1055249,1,63,0,0,0,0,0,0
0255019320130914,11,255,1055249,1,65,0,0,0,0,0,0
0255019320130914,22,193,1046970,1,61,0,0,0,0,0,0
0255019320130914,31,255,1055249,1,65,0,0,0,0,0,0
0255019320130914,62,255,1055249,1,65,0,1,0,0,0,0
0255019320130914,93,255,1055249,1,64,0,0,0,0,0,0
0255019320130914,100,193,1046970,1,65,0,0,0,0,0,0
0255019320130914,118,255,1055249,1,58,0,0,0,0,0,0
0255019320130914,141,193,1046970,0,2,0,0,0,0,1,0
0255019320130914,171,255,1055249,1,65,0,1,0,0,0,0
0742019620130914,1,742,1058149,1,62,0,0,0,0,0,0
0742019620130914,8,196,1039256,1,65,0,0,0,0,0,0
0742019620130914,32,742,1058149,1,65,0,0,0,0,0,0
0742019620130914,87,196,1039256,1,65,0,0,0,0,0,0
0742019620130914,102,196,1039256,1,65,0,1,0,0,0,0
0742019620130914,114,742,1058149,1,65,0,0,0,0,0,0
0742019620130914,165,196,1031716,0,9,0,0,0,1,1,0
0061023120130914,1,61,1060723,1,64,0,0,0,0,0,0
