Game_Code,Play_Number,Period_Number,Drive_Start,Offense,Defense,Off_Points,Def_Points,Down,Distance,Spot,Play_Type,Drive_Number,Drive_Play,Play_Desc,Play_Result,Yards_Gained,Off_Touchdown,Def_Touchdown,First_Down,Completion,Interception,Fumble,Fumble_Lost,Kick_Good,TwoPt_Good,Safety,Kick_Yards,Touchback,Kickoff_OOB,Kickoff_Onsides,Kick_Blocked,Penalty,Penalty_Type,No_Play,Rusher,Passer,Receiver,Kicker,Forced_Fum,Interceptor,Sacker,Extra_Pt_Att,TwoPt_Att
660433,109,3,900,433,66,7,6,2,11,76,RUSH,21,2,Bo Wallace run for 10 yds to the t433 34,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bo Wallace,,,,,,,0,0
660433,110,4,900,433,66,7,6,3,1,66,RUSH,22,1,Bo Wallace run for 2 yds to the t433 36 for a 1ST down,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bo Wallace,,,,,,,0,0
660433,111,4,900,433,66,7,6,1,10,64,RUSH,22,2,Jordan Wilkins run for 5 yds to the t433 41,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan Wilkins,,,,,,,0,0
660433,112,4,900,433,66,7,6,2,5,59,RUSH,22,3,Jordan Wilkins run for 5 yds to the t433 46 for a 1ST down,,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan Wilkins,,,,,,,0,0
660433,113,4,900,433,66,7,6,1,15,50,SACK,22,4,Bo Wallace sacked by Armand Nance for a loss of 5 yards to the t433 45,,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bo Wallace,,,,,,Armand Nance,0,0
660433,114,4,900,433,66,7,6,2,20,55,PASS,22,5,Bo Wallace pass complete to Laquon Treadwell for 12 yds to the t66 43,,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bo Wallace,Laquon Treadwell,,,,,0,0
660433,115,4,900,433,66,7,6,3,8,43,PASS,22,6,Bo Wallace pass complete to Laquon Treadwell for 29 yds to the t66 14 for a 1ST down,,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bo Wallace,Laquon Treadwell,,,,,0,0
660433,116,4,900,433,66,7,6,1,10,14,PASS,22,7,Bo Wallace pass incomplete,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bo Wallace,,,,,,0,0
660433,117,4,900,433,66,14,6,2,10,14,PASS,22,8,"Bo Wallace pass complete to Laquon Treadwell for 14 yds for a TD, (Andrew Fletcher KICK)",,14,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Bo Wallace,Laquon Treadwell,Andrew Fletcher,,,,1,0
660433,118,4,384,66,433,6,14,1,10,84,PASS,23,1,Grant Hedrick pass incomplete,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,,,,,,0,0
660433,119,4,384,66,433,6,14,2,10,84,PASS,23,2,Grant Hedrick pass complete to Jake Roh for 9 yds to the t66 25,,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jake Roh,,,,,0,0
660433,120,4,384,66,433,6,14,3,1,75,RUSH,23,3,Jay Ajayi run for 2 yds to the t66 27 for a 1ST down,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jay Ajayi,,,,,,,0,0
660433,121,4,384,66,433,6,14,1,10,73,PASS,23,4,Grant Hedrick pass complete to Shane Williams-Rhodes for a loss of 2 yards to the t66 25,,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Shane Williams-Rhodes,,,,,0,0
660433,122,4,384,66,433,6,14,2,17,80,PASS,23,5,Grant Hedrick pass intercepted Tony Conner return for no gain to the t66 40,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,,,,Tony Conner,,0,0
660433,123,4,900,433,66,14,6,1,10,40,RUSH,24,1,Jordan Wilkins run for 9 yds to the t66 31,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan Wilkins,,,,,,,0,0
660433,124,4,900,433,66,21,6,2,1,31,PASS,24,2,"Bo Wallace pass complete to Quincy Adeboyejo for 31 yds for a TD, (Andrew Fletcher KICK)",,31,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Bo Wallace,Quincy Adeboyejo,Andrew Fletcher,,,,1,0
660433,125,4,339,66,433,6,21,1,10,84,RUSH,25,1,Jay Ajayi run for 26 yds to the t66 42 for a 1ST down,,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jay Ajayi,,,,,,,0,0
660433,126,4,339,66,433,6,21,1,10,48,PASS,25,2,Grant Hedrick pass complete to Jay Ajayi for 2 yds to the t433 46,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
660433,127,4,339,66,433,6,21,2,8,46,PASS,25,3,Grant Hedrick pass complete to Jay Ajayi for 4 yds to the t433 42,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
660433,128,4,339,66,433,6,21,3,4,42,SACK,25,4,Grant Hedrick sacked by Deterrian Shackelford for a loss of 15 yards to the t66 43,,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grant Hedrick,,,,,,Deterrian Shackelford,0,0
660433,129,4,900,433,66,28,6,1,10,76,PASS,26,1,"Bo Wallace pass complete to Cody Core for 76 yds for a TD, (Andrew Fletcher KICK)",,76,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Bo Wallace,Cody Core,Andrew Fletcher,,,,1,0
660433,130,4,285,66,433,6,28,1,10,73,PASS,27,1,Grant Hedrick pass complete to Jay Ajayi for 7 yds to the t66 34,,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
660433,131,4,285,66,433,6,28,2,3,66,RUSH,27,2,Jay Ajayi run for 11 yds to the t66 45 for a 1ST down,,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jay Ajayi,,,,,,,0,0
660433,132,4,285,66,433,6,28,1,10,55,PASS,27,3,Grant Hedrick pass complete to Jay Ajayi for 11 yds to the t433 44 for a 1ST down,,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
660433,133,4,285,66,433,6,28,1,10,44,PASS,27,4,Grant Hedrick pass complete to Jake Roh for 4 yds to the t433 40,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jake Roh,,,,,0,0
660433,134,4,285,66,433,6,28,2,6,40,PASS,27,5,Grant Hedrick pass incomplete to Matt Miller,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Matt Miller,,,,,0,0
660433,135,4,285,66,433,6,28,3,6,40,PASS,27,6,Grant Hedrick pass complete to Shane Williams-Rhodes for 16 yds to the t433 24 for a 1ST down,,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Shane Williams-Rhodes,,,,,0,0
660433,136,4,285,66,433,6,28,1,10,24,RUSH,27,7,Grant Hedrick run for 8 yds to the t433 16,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grant Hedrick,,,,,,,0,0
660433,137,4,285,66,433,6,28,2,2,16,PASS,27,8,Grant Hedrick pass incomplete to Jay Ajayi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
660433,138,4,285,66,433,6,28,3,2,16,PASS,27,9,Grant Hedrick pass incomplete,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,,,,,,0,0
660433,139,4,285,66,433,6,28,4,2,16,PASS,27,10,Grant Hedrick pass complete to Shane Williams-Rhodes for 4 yds to the t433 12 for a 1ST down,,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Shane Williams-Rhodes,,,,,0,0
660433,140,4,285,66,433,6,28,1,10,12,PASS,27,11,Grant Hedrick pass complete to Shane Williams-Rhodes for 4 yds to the t433 8,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Shane Williams-Rhodes,,,,,0,0
660433,141,4,285,66,433,13,28,2,6,8,PASS,27,12,"Grant Hedrick pass complete to Jay Ajayi for 8 yds for a TD, (Dan Goodale KICK)",,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,Dan Goodale,,,,1,0
660433,142,4,900,433,66,28,13,1,10,40,RUSH,28,1,Mark Dodson run for no gain to the t66 40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Dodson,,,,,,,0,0
660433,143,4,900,433,66,28,13,2,10,40,RUSH,28,2,Mark Dodson run for a loss of 1 yard to the t66 41,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Dodson,,,,,,,0,0
660433,144,4,900,433,66,28,13,3,11,41,PASS,28,3,Bo Wallace pass complete to Mark Dodson for 13 yds to the t66 28 for a 1ST down,,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Bo Wallace,Mark Dodson,,,,,0,0
660433,145,4,900,433,66,28,13,1,10,28,RUSH,28,4,Mark Dodson run for 9 yds to the t66 19,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Dodson,,,,,,,0,0
660433,146,4,900,433,66,35,13,2,1,19,RUSH,28,5,"Mark Dodson run for 19 yds for a TD, (Andrew Fletcher KICK)",,19,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mark Dodson,,,Andrew Fletcher,,,,1,0
660433,147,4,72,66,433,13,35,1,10,72,PASS,29,1,Grant Hedrick pass complete to Jay Ajayi for 2 yds to the t66 30,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
660433,148,4,72,66,433,13,35,2,8,70,RUSH,29,2,Grant Hedrick run for 20 yds to the 50 yard line for a 1ST down,,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grant Hedrick,,,,,,,0,0
660433,149,4,72,66,433,13,35,1,10,50,PASS,29,3,Grant Hedrick pass complete to Jay Ajayi for 3 yds to the t433 47,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
660433,150,4,72,66,433,13,35,2,7,47,SACK,29,4,Grant Hedrick sacked by John Youngblood for a loss of 6 yards to the t66 47,,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grant Hedrick,,,,,,John Youngblood,0,0
660433,151,4,72,66,433,13,35,3,13,53,SACK,29,5,Grant Hedrick sacked by Marquis Haynes for a loss of 15 yards to the t66 32,,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grant Hedrick,,,,,,Marquis Haynes,0,0
660433,152,4,72,66,433,13,35,4,28,68,PASS,29,6,Grant Hedrick pass complete to Jay Ajayi for 15 yds to the t66 47,,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Grant Hedrick,Jay Ajayi,,,,,0,0
